Title,genre,released,score,star,budget,Marketing Spend,Marketing Amount,gross,Profitability,Pre Production Spend,Pre-Production Amount,VFX Spend,VFX Amount,Post Production Spend,Post Production Amount,Music Spend,Music Amount,Distribution,Distribution Amount
Showtime,Action,"March 15, 2002 (United States)",5.5,Robert De Niro,85000000,37.5,31875000,77885672,-7114328,45,38250000,30,25500000,7.5,6375000,4,3400000,12.5,10625000
Open Hearts,Drama,"September 6, 2002 (Denmark)",7.5,Sonja Richter,22914608.79,17.5,4010056.539,1692272,-21222336.79,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
Ted Bundy,Biography,"November 22, 2002 (United Kingdom)",5.8,Michael Reilly Burke,1200000,17.5,210000,68716,-1131284,55,660000,7.5,90000,7.5,90000,4,48000,12.5,150000
Sex Is Comedy,Comedy,"June 5, 2002 (France)",5.6,Anne Parillaud,22607802.13,25,5651950.532,411830,-22195972.13,55,12434291.17,7.5,1695585.16,7.5,1695585.16,4,904312.0852,12.5,2825975.266
Ballistic: Ecks vs. Sever,Action,"September 20, 2002 (United States)",3.7,Antonio Banderas,70000000,37.5,26250000,20154899,-49845101,45,31500000,30,21000000,7.5,5250000,4,2800000,12.5,8750000
Brown Sugar,Comedy,"October 11, 2002 (United States)",6.5,Taye Diggs,8000000,25,2000000,28316451,20316451,55,4400000,7.5,600000,7.5,600000,4,320000,12.5,1000000
Deuces Wild,Action,"May 3, 2002 (United States)",5.6,Stephen Dorff,10000000,37.5,3750000,6282446,-3717554,45,4500000,30,3000000,7.5,750000,4,400000,12.5,1250000
Pinocchio,Comedy,"December 25, 2002 (United States)",4.4,Roberto Benigni,22607802.13,25,5651950.532,44310395,21702592.87,55,12434291.17,7.5,1695585.16,7.5,1695585.16,4,904312.0852,12.5,2825975.266
The Emperor's Club,Drama,"November 22, 2002 (United States)",6.9,Kevin Kline,12500000,17.5,2187500,16318449,3818449,65,8125000,7.5,937500,7.5,937500,4,500000,12.5,1562500
All or Nothing,Drama,"October 18, 2002 (United Kingdom)",7.5,Timothy Spall,9000000,17.5,1575000,2845696,-6154304,65,5850000,7.5,675000,7.5,675000,4,360000,12.5,1125000
Sweet Sixteen,Crime,"October 4, 2002 (United Kingdom)",7.4,Martin Compston,22363565.63,20,4472713.126,3633509,-18730056.63,55,12299961.1,15,3354534.844,7.5,1677267.422,6,1341813.938,12.5,2795445.704
Real Women Have Curves,Comedy,"November 8, 2002 (United States)",6.9,America Ferrera,3000000,25,750000,7777790,4777790,55,1650000,7.5,225000,7.5,225000,4,120000,12.5,375000
The Crocodile Hunter: Collision Course,Action,"July 12, 2002 (United States)",5.4,Steve Irwin,12000000,37.5,4500000,33082548,21082548,45,5400000,30,3600000,7.5,900000,4,480000,12.5,1500000
Possession,Drama,"August 30, 2002 (United States)",6.3,Gwyneth Paltrow,25000000,17.5,4375000,14815898,-10184102,65,16250000,7.5,1875000,7.5,1875000,4,1000000,12.5,3125000
City by the Sea,Crime,"September 6, 2002 (United States)",6.1,Robert De Niro,40000000,20,8000000,29676703,-10323297,55,22000000,15,6000000,7.5,3000000,6,2400000,12.5,5000000
Heaven,Crime,"February 21, 2002 (Germany)",7,Cate Blanchett,11000000,20,2200000,4247089,-6752911,55,6050000,15,1650000,7.5,825000,6,660000,12.5,1375000
XX/XY,Drama,"July 18, 2003 (Portugal)",5.9,Mark Ruffalo,22914608.79,17.5,4010056.539,104130,-22810478.79,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
Sonny,Crime,"March 21, 2003 (Greece)",5.6,James Franco,22363565.63,20,4472713.126,132221,-22231344.63,55,12299961.1,15,3354534.844,7.5,1677267.422,6,1341813.938,12.5,2795445.704
Kill Bill: Vol. 1,Action,"October 10, 2003 (United States)",8.1,Uma Thurman,30000000,37.5,11250000,180906076,150906076,45,13500000,30,9000000,7.5,2250000,4,1200000,12.5,3750000
Pirates of the Caribbean: the Curse of the Black Pearl,Action,"July 9, 2003 (United States)",8,Johnny Depp,140000000,37.5,52500000,654264015,514264015,45,63000000,30,42000000,7.5,10500000,4,5600000,12.5,17500000
The Lord of the Rings: The Return of the King,Action,"December 17, 2003 (United States)",8.9,Elijah Wood,94000000,37.5,35250000,1146030912,1052030912,45,42300000,30,28200000,7.5,7050000,4,3760000,12.5,11750000
Old School,Comedy,"February 21, 2003 (United States)",7.1,Luke Wilson,24000000,25,6000000,87135520,63135520,55,13200000,7.5,1800000,7.5,1800000,4,960000,12.5,3000000
Mystic River,Crime,"October 15, 2003 (United States)",7.9,Sean Penn,25000000,20,5000000,156595191,131595191,55,13750000,15,3750000,7.5,1875000,6,1500000,12.5,3125000
Love Actually,Comedy,"November 14, 2003 (United States)",7.6,Hugh Grant,40000000,25,10000000,245203167,205203167,55,22000000,7.5,3000000,7.5,3000000,4,1600000,12.5,5000000
The Life of David Gale,Crime,"February 21, 2003 (United States)",7.5,Kevin Spacey,38000000,20,7600000,38955598,955598,55,20900000,15,5700000,7.5,2850000,6,2280000,12.5,4750000
2 Fast 2 Furious,Action,"June 6, 2003 (United States)",5.9,Paul Walker,76000000,37.5,28500000,236350661,160350661,45,34200000,30,22800000,7.5,5700000,4,3040000,12.5,9500000
Underworld,Action,"September 19, 2003 (United States)",7,Kate Beckinsale,22000000,37.5,8250000,95708457,73708457,45,9900000,30,6600000,7.5,1650000,4,880000,12.5,2750000
Oldboy,Action,"November 21, 2003 (South Korea)",8.4,Choi Min-sik,3000000,37.5,1125000,15189934,12189934,45,1350000,30,900000,7.5,225000,4,120000,12.5,375000
Lost in Translation,Comedy,"October 3, 2003 (United States)",7.7,Bill Murray,4000000,25,1000000,118686937,114686937,55,2200000,7.5,300000,7.5,300000,4,160000,12.5,500000
Looney Tunes: Back in Action,Animation,"November 14, 2003 (United States)",5.7,Brendan Fraser,80000000,20,16000000,68514844,-11485156,35,28000000,45,36000000,10,8000000,5,4000000,12.5,10000000
Big Fish,Adventure,"January 9, 2004 (United States)",8,Ewan McGregor,70000000,37.5,26250000,123218424,53218424,45,31500000,30,21000000,7.5,5250000,4,2800000,12.5,8750000
The Matrix Reloaded,Action,"May 15, 2003 (United States)",7.2,Keanu Reeves,150000000,37.5,56250000,741847937,591847937,45,67500000,30,45000000,7.5,11250000,4,6000000,12.5,18750000
The Dreamers,Drama,"February 20, 2004 (United States)",7.2,Michael Pitt,15000000,17.5,2625000,24152155,9152155,65,9750000,7.5,1125000,7.5,1125000,4,600000,12.5,1875000
Memories of Murder,Crime,"May 2, 2003 (South Korea)",8.1,Kang-ho Song,2800000,20,560000,1162593,-1637407,55,1540000,15,420000,7.5,210000,6,168000,12.5,350000
Finding Nemo,Animation,"May 30, 2003 (United States)",8.1,Albert Brooks,94000000,20,18800000,940352645,846352645,35,32900000,45,42300000,10,9400000,5,4700000,12.5,11750000
Hulk,Action,"June 20, 2003 (United States)",5.6,Eric Bana,137000000,37.5,51375000,245285165,108285165,45,61650000,30,41100000,7.5,10275000,4,5480000,12.5,17125000
School of Rock,Comedy,"October 3, 2003 (United States)",7.1,Jack Black,35000000,25,8750000,131095990,96095990,55,19250000,7.5,2625000,7.5,2625000,4,1400000,12.5,4375000
Thirteen,Drama,"September 19, 2003 (United States)",6.8,Evan Rachel Wood,2000000,17.5,350000,10128960,8128960,65,1300000,7.5,150000,7.5,150000,4,80000,12.5,250000
Wrong Turn,Horror,"May 30, 2003 (United States)",6.1,Eliza Dushku,12600000,25,3150000,28650575,16050575,45,5670000,15,1890000,7.5,945000,6,756000,12.5,1575000
The Italian Job,Action,"May 30, 2003 (United States)",7,Donald Sutherland,60000000,37.5,22500000,176070171,116070171,45,27000000,30,18000000,7.5,4500000,4,2400000,12.5,7500000
Terminator 3: Rise of the Machines,Action,"July 2, 2003 (United States)",6.3,Arnold Schwarzenegger,200000000,37.5,75000000,433371112,233371112,45,90000000,30,60000000,7.5,15000000,4,8000000,12.5,25000000
Peter Pan,Adventure,"December 25, 2003 (United States)",6.8,Jeremy Sumpter,100000000,37.5,37500000,121975011,21975011,45,45000000,30,30000000,7.5,7500000,4,4000000,12.5,12500000
Monster,Biography,"January 30, 2004 (United States)",7.3,Charlize Theron,8000000,17.5,1400000,58469210,50469210,55,4400000,7.5,600000,7.5,600000,4,320000,12.5,1000000
The Matrix Revolutions,Action,"November 5, 2003 (United States)",6.7,Keanu Reeves,150000000,37.5,56250000,427344325,277344325,45,67500000,30,45000000,7.5,11250000,4,6000000,12.5,18750000
Daredevil,Action,"February 14, 2003 (United States)",5.3,Ben Affleck,78000000,37.5,29250000,179179718,101179718,45,35100000,30,23400000,7.5,5850000,4,3120000,12.5,9750000
Master and Commander: the Far Side of the World,Action,"November 14, 2003 (United States)",7.4,Russell Crowe,150000000,37.5,56250000,211622535,61622535,45,67500000,30,45000000,7.5,11250000,4,6000000,12.5,18750000
The Missing,Adventure,"November 26, 2003 (United States)",6.5,Tommy Lee Jones,60000000,37.5,22500000,38364277,-21635723,45,27000000,30,18000000,7.5,4500000,4,2400000,12.5,7500000
The Room,Drama,"June 27, 2003 (Italy)",3.7,Tommy Wiseau,6000000,17.5,1050000,4988181,-1011819,65,3900000,7.5,450000,7.5,450000,4,240000,12.5,750000
The Texas Chainsaw Massacre,Crime,"October 17, 2003 (United States)",6.2,Jessica Biel,9500000,20,1900000,107363905,97863905,55,5225000,15,1425000,7.5,712500,6,570000,12.5,1187500
S.W.A.T.,Action,"August 8, 2003 (United States)",6,Samuel L. Jackson,80000000,37.5,30000000,207725639,127725639,45,36000000,30,24000000,7.5,6000000,4,3200000,12.5,10000000
The Last Samurai,Action,"December 5, 2003 (United States)",7.7,Tom Cruise,140000000,37.5,52500000,454627263,314627263,45,63000000,30,42000000,7.5,10500000,4,5600000,12.5,17500000
Holes,Adventure,"April 18, 2003 (United States)",7,Shia LaBeouf,20000000,37.5,7500000,71406573,51406573,45,9000000,30,6000000,7.5,1500000,4,800000,12.5,2500000
Timeline,Action,"November 26, 2003 (United States)",5.7,Paul Walker,80000000,37.5,30000000,43935763,-36064237,45,36000000,30,24000000,7.5,6000000,4,3200000,12.5,10000000
X2: X-Men United,Action,"May 2, 2003 (United States)",7.4,Patrick Stewart,110000000,37.5,41250000,407711549,297711549,45,49500000,30,33000000,7.5,8250000,4,4400000,12.5,13750000
The Rundown,Action,"September 26, 2003 (United States)",6.7,Dwayne Johnson,85000000,37.5,31875000,80981914,-4018086,45,38250000,30,25500000,7.5,6375000,4,3400000,12.5,10625000
House of 1000 Corpses,Horror,"April 11, 2003 (United States)",6.1,Sid Haig,7000000,25,1750000,16829545,9829545,45,3150000,15,1050000,7.5,525000,6,420000,12.5,875000
Identity,Mystery,"April 25, 2003 (United States)",7.3,John Cusack,28000000,20,5600000,90259536,62259536,45,12600000,7.5,2100000,7.5,2100000,4,1120000,12.5,3500000
Once Upon a Time in Mexico,Action,"September 12, 2003 (United States)",6.4,Antonio Banderas,29000000,37.5,10875000,98769390,69769390,45,13050000,30,8700000,7.5,2175000,4,1160000,12.5,3625000
Swimming Pool,Crime,"August 1, 2003 (United States)",6.7,Charlotte Rampling,22363565.63,20,4472713.126,22441497,77931.37037,55,12299961.1,15,3354534.844,7.5,1677267.422,6,1341813.938,12.5,2795445.704
Cold Mountain,Adventure,"December 25, 2003 (United States)",7.2,Jude Law,79000000,37.5,29625000,173013509,94013509,45,35550000,30,23700000,7.5,5925000,4,3160000,12.5,9875000
Cheaper by the Dozen,Comedy,"December 25, 2003 (United States)",5.9,Steve Martin,40000000,25,10000000,190538630,150538630,55,22000000,7.5,3000000,7.5,3000000,4,1600000,12.5,5000000
In the Cut,Mystery,"October 31, 2003 (United States)",5.3,Meg Ryan,12000000,20,2400000,23726793,11726793,45,5400000,7.5,900000,7.5,900000,4,480000,12.5,1500000
Secondhand Lions,Comedy,"September 19, 2003 (United States)",7.5,Haley Joel Osment,30000000,25,7500000,48260279,18260279,55,16500000,7.5,2250000,7.5,2250000,4,1200000,12.5,3750000
Scary Movie 3,Comedy,"October 24, 2003 (United States)",5.5,Anna Faris,48000000,25,12000000,220673217,172673217,55,26400000,7.5,3600000,7.5,3600000,4,1920000,12.5,6000000
How to Lose a Guy in 10 Days,Comedy,"February 7, 2003 (United States)",6.4,Kate Hudson,50000000,25,12500000,177502387,127502387,55,27500000,7.5,3750000,7.5,3750000,4,2000000,12.5,6250000
The League of Extraordinary Gentlemen,Action,"July 11, 2003 (United States)",5.8,Sean Connery,78000000,37.5,29250000,179265204,101265204,45,35100000,30,23400000,7.5,5850000,4,3120000,12.5,9750000
What a Girl Wants,Comedy,"April 4, 2003 (United States)",5.8,Amanda Bynes,25000000,25,6250000,50732139,25732139,55,13750000,7.5,1875000,7.5,1875000,4,1000000,12.5,3125000
Bad Boys II,Action,"July 18, 2003 (United States)",6.6,Will Smith,130000000,37.5,48750000,273339556,143339556,45,58500000,30,39000000,7.5,9750000,4,5200000,12.5,16250000
Open Range,Action,"August 15, 2003 (United States)",7.4,Kevin Costner,22000000,37.5,8250000,68296293,46296293,45,9900000,30,6600000,7.5,1650000,4,880000,12.5,2750000
Mona Lisa Smile,Drama,"December 19, 2003 (United States)",6.5,Julia Roberts,65000000,17.5,11375000,141337989,76337989,65,42250000,7.5,4875000,7.5,4875000,4,2600000,12.5,8125000
Freddy vs. Jason,Action,"August 15, 2003 (United States)",5.7,Robert Englund,30000000,37.5,11250000,116632628,86632628,45,13500000,30,9000000,7.5,2250000,4,1200000,12.5,3750000
Bruce Almighty,Comedy,"May 23, 2003 (United States)",6.7,Jim Carrey,81000000,25,20250000,484592874,403592874,55,44550000,7.5,6075000,7.5,6075000,4,3240000,12.5,10125000
Dogville,Crime,"April 23, 2004 (United States)",8,Nicole Kidman,10000000,20,2000000,16689283,6689283,55,5500000,15,1500000,7.5,750000,6,600000,12.5,1250000
Elf,Adventure,"November 7, 2003 (United States)",7,Will Ferrell,33000000,37.5,12375000,223853736,190853736,45,14850000,30,9900000,7.5,2475000,4,1320000,12.5,4125000
Freaky Friday,Comedy,"August 6, 2003 (United States)",6.2,Jamie Lee Curtis,20000000,25,5000000,160846332,140846332,55,11000000,7.5,1500000,7.5,1500000,4,800000,12.5,2500000
Charlie's Angels: Full Throttle,Action,"June 27, 2003 (United States)",4.9,Drew Barrymore,120000000,37.5,45000000,259175788,139175788,45,54000000,30,36000000,7.5,9000000,4,4800000,12.5,15000000
Legally Blonde 2,Comedy,"July 2, 2003 (United States)",4.8,Reese Witherspoon,45000000,25,11250000,124914842,79914842,55,24750000,7.5,3375000,7.5,3375000,4,1800000,12.5,5625000
Dickie Roberts: Former Child Star,Comedy,"September 5, 2003 (United States)",5.6,David Spade,17000000,25,4250000,23769505,6769505,55,9350000,7.5,1275000,7.5,1275000,4,680000,12.5,2125000
Anger Management,Comedy,"April 11, 2003 (United States)",6.2,Jack Nicholson,75000000,25,18750000,195745823,120745823,55,41250000,7.5,5625000,7.5,5625000,4,3000000,12.5,9375000
Open Water,Adventure,"August 20, 2004 (United States)",5.7,Blanchard Ryan,500000,37.5,187500,54683487,54183487,45,225000,30,150000,7.5,37500,4,20000,12.5,62500
Something's Gotta Give,Comedy,"December 12, 2003 (United States)",6.7,Jack Nicholson,80000000,25,20000000,265328738,185328738,55,44000000,7.5,6000000,7.5,6000000,4,3200000,12.5,10000000
Girl with a Pearl Earring,Biography,"January 30, 2004 (United States)",6.9,Scarlett Johansson,12000000,17.5,2100000,33030115,21030115,55,6600000,7.5,900000,7.5,900000,4,480000,12.5,1500000
The Cat in the Hat,Adventure,"November 21, 2003 (United States)",4,Mike Myers,109000000,37.5,40875000,133960541,24960541,45,49050000,30,32700000,7.5,8175000,4,4360000,12.5,13625000
Brother Bear,Animation,"November 1, 2003 (United States)",6.8,Joaquin Phoenix,128000000,20,25600000,250397798,122397798,35,44800000,45,57600000,10,12800000,5,6400000,12.5,16000000
The Brown Bunny,Drama,"November 14, 2003 (Austria)",5,Vincent Gallo,10000000,17.5,1750000,402599,-9597401,65,6500000,7.5,750000,7.5,750000,4,400000,12.5,1250000
Tears of the Sun,Action,"March 7, 2003 (United States)",6.6,Bruce Willis,75000000,37.5,28125000,86468162,11468162,45,33750000,30,22500000,7.5,5625000,4,3000000,12.5,9375000
Final Destination 2,Horror,"January 31, 2003 (United States)",6.2,A.J. Cook,26000000,25,6500000,90941129,64941129,45,11700000,15,3900000,7.5,1950000,6,1560000,12.5,3250000
21 Grams,Crime,"January 16, 2004 (United States)",7.6,Sean Penn,20000000,20,4000000,60427839,40427839,55,11000000,15,3000000,7.5,1500000,6,1200000,12.5,2500000
Intolerable Cruelty,Comedy,"October 10, 2003 (United States)",6.2,George Clooney,60000000,25,15000000,120801243,60801243,55,33000000,7.5,4500000,7.5,4500000,4,2400000,12.5,7500000
Johnny English,Action,"July 18, 2003 (United States)",6.2,Rowan Atkinson,40000000,37.5,15000000,160466000,120466000,45,18000000,30,12000000,7.5,3000000,4,1600000,12.5,5000000
The Hunted,Action,"March 14, 2003 (United States)",6.1,Tommy Lee Jones,55000000,37.5,20625000,46061847,-8938153,45,24750000,30,16500000,7.5,4125000,4,2200000,12.5,6875000
Matchstick Men,Comedy,"September 12, 2003 (United States)",7.3,Nicolas Cage,62000000,25,15500000,65565672,3565672,55,34100000,7.5,4650000,7.5,4650000,4,2480000,12.5,7750000
Under the Tuscan Sun,Comedy,"September 26, 2003 (United States)",6.8,Diane Lane,18000000,25,4500000,58878723,40878723,55,9900000,7.5,1350000,7.5,1350000,4,720000,12.5,2250000
Seabiscuit,Drama,"July 25, 2003 (United States)",7.3,Tobey Maguire,87000000,17.5,15225000,148336445,61336445,65,56550000,7.5,6525000,7.5,6525000,4,3480000,12.5,10875000
American Wedding,Comedy,"August 1, 2003 (United States)",6.3,Jason Biggs,55000000,25,13750000,232722935,177722935,55,30250000,7.5,4125000,7.5,4125000,4,2200000,12.5,6875000
Just Married,Comedy,"January 10, 2003 (United States)",5.5,Ashton Kutcher,18000000,25,4500000,101564935,83564935,55,9900000,7.5,1350000,7.5,1350000,4,720000,12.5,2250000
High Tension,Horror,"June 10, 2005 (United States)",6.8,Cécile de France,12825159.09,25,3206289.773,6291958,-6533201.091,45,5771321.591,15,1923773.864,7.5,961886.9318,6,769509.5455,12.5,1603144.886
Lara Croft Tomb Raider: The Cradle of Life,Action,"July 25, 2003 (United States)",5.6,Angelina Jolie,95000000,37.5,35625000,160099222,65099222,45,42750000,30,28500000,7.5,7125000,4,3800000,12.5,11875000
Elephant,Crime,"November 14, 2003 (United States)",7.2,Elias McConnell,3000000,20,600000,10012022,7012022,55,1650000,15,450000,7.5,225000,6,180000,12.5,375000
Darkness Falls,Fantasy,"January 24, 2003 (United States)",5,Chaney Kley,11000000,30,3300000,47488536,36488536,35,3850000,40,4400000,12.5,1375000,5,550000,12.5,1375000
Spy Kids 3-D: Game Over,Action,"July 25, 2003 (United States)",4.3,Daryl Sabara,38000000,37.5,14250000,197101678,159101678,45,17100000,30,11400000,7.5,2850000,4,1520000,12.5,4750000
Gigli,Comedy,"August 1, 2003 (United States)",2.5,Ben Affleck,54000000,25,13500000,7266209,-46733791,55,29700000,7.5,4050000,7.5,4050000,4,2160000,12.5,6750000
Out of Time,Crime,"October 3, 2003 (United States)",6.5,Denzel Washington,50000000,20,10000000,55495563,5495563,55,27500000,15,7500000,7.5,3750000,6,3000000,12.5,6250000
The Core,Action,"March 28, 2003 (United States)",5.5,Aaron Eckhart,60000000,37.5,22500000,73498611,13498611,45,27000000,30,18000000,7.5,4500000,4,2400000,12.5,7500000
Dumb and Dumberer: When Harry Met Lloyd,Comedy,"June 13, 2003 (United States)",3.4,Derek Richardson,19000000,25,4750000,39267515,20267515,55,10450000,7.5,1425000,7.5,1425000,4,760000,12.5,2375000
Runaway Jury,Crime,"October 17, 2003 (United States)",7.1,John Cusack,60000000,20,12000000,80154140,20154140,55,33000000,15,9000000,7.5,4500000,6,3600000,12.5,7500000
Jeepers Creepers 2,Horror,"August 29, 2003 (United States)",5.6,Jonathan Breck,17000000,25,4250000,63102666,46102666,45,7650000,15,2550000,7.5,1275000,6,1020000,12.5,2125000
Shanghai Knights,Action,"February 7, 2003 (United States)",6.2,Jackie Chan,50000000,37.5,18750000,88323487,38323487,45,22500000,30,15000000,7.5,3750000,4,2000000,12.5,6250000
Dreamcatcher,Drama,"March 21, 2003 (United States)",5.5,Morgan Freeman,68000000,17.5,11900000,81240406,13240406,65,44200000,7.5,5100000,7.5,5100000,4,2720000,12.5,8500000
"Spring, Summer, Fall, Winter... and Spring",Drama,"May 28, 2004 (United States)",8,Kim Ki-duk,22914608.79,17.5,4010056.539,8945072,-13969536.79,65,14894495.71,7.5,1718595.659,7.5,1718595.659,4,916584.3517,12.5,2864326.099
